"","date","england_daily_cases","england_seven_day_average","wales_daily_cases","wales_seven_day_average","scotland_new_cases","scotland_seven_day_average","northern_ireland_new_cases","northern_ireland_seven_day_average"
"579","2021-10-05",28846,28109.2857142857,1758,2433.28571428571,2056,2424.57142857143,1209,1099.28571428571
"580","2021-10-06",33450,28739.8571428571,2007,2238.71428571429,3055,2432.85714285714,1339,1102
"581","2021-10-07",33305,29236.8571428571,3400,2355.85714285714,2691,2401.42857142857,1305,1122.28571428571
"582","2021-10-08",32157,29711.2857142857,5705,2741,2627,2392,1276,1156.14285714286
"583","2021-10-09",31259,30349.1428571429,0,2741,2417,2378,1274,1196.42857142857
"584","2021-10-10",31096,31194.8571428571,0,2408,2363,2424.14285714286,1115,1228.28571428571
"585","2021-10-11",32349,31780.2857142857,4469,2477,2297,2500.85714285714,1109,1232.42857142857
"586","2021-10-12",33287,32414.7142857143,2047,2518.28571428571,1908,2479.71428571429,1278,1242.28571428571
"587","2021-10-13",36458,32844.4285714286,2266,2555.28571428571,2581,2412,1471,1261.14285714286
"588","2021-10-14",38488,33584.8571428571,2635,2446,2639,2404.57142857143,1304,1261
"589","2021-10-15",37691,34375.4285714286,3130,2078.14285714286,2762,2423.85714285714,1349,1271.42857142857
"590","2021-10-16",39624,35570.4285714286,0,2078.14285714286,2581,2447.28571428571,1218,1263.42857142857
"591","2021-10-17",38543,36634.2857142857,2965,2501.71428571429,2666,2490.57142857143,966,1242.14285714286
"592","2021-10-18",39473,37652,6398,2777.28571428571,2194,2475.85714285714,1091,1239.57142857143
"593","2021-10-19",36712,38141.2857142857,3200,2942,2459,2554.57142857143,1367,1252.28571428571
"594","2021-10-20",41498,38861.2857142857,3450,3111.14285714286,2768,2581.28571428571,1423,1245.42857142857
"595","2021-10-21",44363,39700.5714285714,4240,3340.42857142857,2355,2540.71428571429,1051,1209.28571428571
"596","2021-10-22",41745,40279.7142857143,3296,3364.14285714286,2902,2560.71428571429,1355,1210.14285714286
"597","2021-10-23",41259,40513.2857142857,0,3364.14285714286,2403,2535.28571428571,1323,1225.14285714286
"598","2021-10-24",33221,39753,3152,3390.85714285714,2528,2515.57142857143,1061,1238.71428571429
"599","2021-10-25",33309,38872.4285714286,0,2476.85714285714,2239,2522,1019,1228.42857142857
"600","2021-10-26",32280,38239.2857142857,5288,2775.14285714286,2262,2493.85714285714,1124,1193.71428571429
"601","2021-10-27",37502,37668.4285714286,2582,2651.14285714286,2566,2465,1291,1174.85714285714
"602","2021-10-28",33903,36174.1428571429,2664,2426,2153,2436.14285714286,1122,1185
"603","2021-10-29",36853,35475.2857142857,2561,2321,2732,2411.85714285714,1321,1180.14285714286
"604","2021-10-30",36204,34753.1428571429,0,2321,3867,2621,1207,1163.57142857143
"605","2021-10-31",31479,34504.2857142857,3016,2301.57142857143,2513,2618.85714285714,1001,1155
"606","2021-11-01",32081,34328.8571428571,4983,3013.42857142857,2065,2594,948,1144.85714285714
"607","2021-11-02",28531,33793.2857142857,2210,2573.71428571429,2010,2558,1114,1143.42857142857
"608","2021-11-03",34317,33338.2857142857,2492,2560.85714285714,3495,2690.71428571429,995,1101.14285714286
"609","2021-11-04",30166,32804.4285714286,2799,2580.14285714286,2823,2786.42857142857,1481,1152.42857142857
"610","2021-11-05",28490,31609.7142857143,1986,2498,2389,2737.42857142857,1164,1130
"611","2021-11-06",26250,30187.7142857143,0,2498,3249,2649.14285714286,1194,1128.14285714286
"612","2021-11-07",23779,29087.7142857143,2583,2436.14285714286,2908,2705.57142857143,1035,1133
"613","2021-11-08",24979,28073.1428571429,4303,2339,2012,2698,1028,1144.42857142857
"614","2021-11-09",27872,27979,1784,2278.14285714286,2233,2729.85714285714,1228,1160.71428571429
"615","2021-11-10",31541,27582.4285714286,2171,2232.28571428571,3852,2780.85714285714,1765,1270.71428571429
"616","2021-11-11",35472,28340.4285714286,2134,2137.28571428571,3340,2854.71428571429,1462,1268
"617","2021-11-12",33155,29006.8571428571,2784,2251.28571428571,3349,2991.85714285714,1087,1257
"618","2021-11-13",33493,30041.5714285714,0,2251.28571428571,3052,2963.71428571429,1806,1344.42857142857
"619","2021-11-14",29404,30845.1428571429,2659,2262.14285714286,3077,2987.85714285714,1377,1393.28571428571
"620","2021-11-15",31440,31768.1428571429,4520,2293.14285714286,2288,3027.28571428571,1457,1454.57142857143
"621","2021-11-16",30853,32194,1921,2312.71428571429,2771,3104.14285714286,1698,1521.71428571429
